emotion	topic	keyword	response
anger	self_growth	anger_self_growth_438	Entry 438: When experiencing anger connected to self_growth, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
stress	health	stress_health_439	Entry 439: When experiencing stress connected to health, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
loneliness	academics	loneliness_academics_440	Entry 440: When experiencing loneliness connected to academics, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
burnout	family	burnout_family_441	Entry 441: When experiencing burnout connected to family, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
numbness	academics	numbness_academics_442	Entry 442: When experiencing numbness connected to academics, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
fatigue	family	fatigue_family_443	Entry 443: When experiencing fatigue connected to family, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
anxiety	family	anxiety_family_444	Entry 444: When experiencing anxiety connected to family, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
self_doubt	relationships	self_doubt_relationships_445	Entry 445: When experiencing self_doubt connected to relationships, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
burnout	finance	burnout_finance_446	Entry 446: When experiencing burnout connected to finance, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
self_doubt	family	self_doubt_family_447	Entry 447: When experiencing self_doubt connected to family, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
anger	academics	anger_academics_448	Entry 448: When experiencing anger connected to academics, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
